date,location,time,type
2024-06-10,Lieto,15:35:18,Vahingontorjunta
2024-06-10,Lahti,15:33:48,Palohälytys
2024-06-10,Hämeenlinna,15:31:38,Vahingontorjunta
2024-06-10,Espoo,15:28:45,Öljy- tai ympäristöonnettomuus maalla
2024-06-10,Nokia,15:27:56,Vahingontorjunta
2024-06-10,Turku,15:20:46,Tieliikenneonnettomuus
2024-06-10,Viitasaari,15:17:25,Tieliikenneonnettomuus
2024-06-10,Jyväskylä,15:09:27,Öljy- tai ympäristöonnettomuus maalla
2024-06-10,Aura,15:08:39,Vahingontorjunta
2024-06-10,Vaasa,15:07:54,Rakennuspalo
2024-06-10,Veteli,15:07:09,Vahingontorjunta
2024-06-10,Hyvinkää,15:03:58,Savuhavainto
2024-06-10,Kuopio,15:03:34,Tieliikenneonnettomuus
2024-06-10,Espoo,14:58:27,Tieliikenneonnettomuus
2024-06-10,Heinola,14:55:46,Vahingontorjunta
2024-06-10,Lahti,14:55:33,Vahingontorjunta
2024-06-10,Liperi,14:51:47,Tieliikenneonnettomuus
2024-06-10,Lohja,14:49:32,Öljy- tai ympäristöonnettomuus maalla
2024-06-10,Pöytyä,14:48:36,Tieliikenneonnettomuus
2024-06-10,Espoo,14:34:33,Öljy- tai ympäristöonnettomuus maalla
2024-06-10,Laitila,14:31:40,Vahingontorjunta
2024-06-10,Turku,14:30:33,Vahingontorjunta
2024-06-10,Oulu,14:29:22,Palohälytys
2024-06-10,Hollola,14:25:07,Vahingontorjunta
2024-06-10,Espoo,14:22:30,Palohälytys
2024-06-10,Helsinki,14:19:32,Palohälytys
2024-06-10,Pälkäne,14:14:27,Tieliikenneonnettomuus
2024-06-10,Nurmijärvi,14:09:06,Palohälytys
2024-06-10,Kouvola,14:08:28,Eläimen pelastaminen
2024-06-10,Kuopio,14:08:16,Rakennuspalo
2024-06-10,Oulu,13:59:00,Palohälytys
2024-06-10,Savonlinna,13:55:40,Rakennuspalo
2024-06-10,Ähtäri,13:50:26,Vahingontorjunta
2024-06-10,Rovaniemi,13:47:12,Palohälytys
2024-06-10,Vantaa,13:43:08,Vahingontorjunta
2024-06-10,Pyhäjärvi,13:39:20,Palohälytys
2024-06-10,Kokemäki,13:34:51,Vahingontorjunta
2024-06-10,Lappeenranta,13:19:56,Palohälytys
2024-06-10,Helsinki,13:19:45,Liikennevälinepalo
2024-06-10,Tornio,13:17:55,Tulipalo
2024-06-10,Helsinki,13:17:15,Palohälytys
2024-06-10,Kuopio,13:09:07,Palohälytys
2024-06-10,Kemiönsaari,12:56:21,Tieliikenneonnettomuus
2024-06-10,Helsinki,12:50:30,Palohälytys
2024-06-10,Pori,12:47:39,Eläimen pelastaminen
2024-06-10,Hankasalmi,12:46:33,Tulipalo
2024-06-10,Rääkkylä,12:43:58,Vahingontorjunta
2024-06-10,Lappeenranta,12:42:50,Vahingontorjunta
2024-06-10,Espoo,12:40:18,Öljy- tai ympäristöonnettomuus maalla
2024-06-10,Kustavi,12:34:57,Vahingontorjunta
2024-06-10,Espoo,12:32:06,Rakennuspalo
2024-06-10,Kauhajoki,12:22:09,Palohälytys
2024-06-10,Helsinki,12:17:39,Rakennuspalo
2024-06-10,Laitila,12:07:04,Palohälytys
2024-06-10,Espoo,12:01:09,Ihmisen pelastaminen ylhäältä tai alhaalta
2024-06-10,Lahti,11:58:39,Vahingontorjunta
2024-06-10,Helsinki,11:58:12,Palohälytys
2024-06-10,Kuopio,11:56:22,Palohälytys
2024-06-10,Raasepori,11:52:06,Vahingontorjunta
2024-06-10,Riihimäki,11:44:52,Eläimen pelastaminen
2024-06-10,Oulu,11:34:39,Palohälytys
2024-06-10,Tampere,11:29:22,Vahingontorjunta
2024-06-10,Rovaniemi,11:29:14,Palohälytys
2024-06-10,Salo,11:25:54,Vahingontorjunta
2024-06-10,Kontiolahti,11:23:58,Vahingontorjunta
2024-06-10,Joensuu,11:20:37,Vahingontorjunta
2024-06-10,Oulu,11:19:48,Maastopalo
2024-06-10,Helsinki,11:15:26,Palohälytys
2024-06-10,Kirkkonummi,11:15:06,Rakennuspalo
2024-06-10,Lahti,11:13:22,Eläimen pelastaminen
2024-06-10,Lempäälä,11:11:34,Eläimen pelastaminen
2024-06-10,Kaavi,11:07:41,Vahingontorjunta
2024-06-10,Polvijärvi,11:05:08,Vahingontorjunta
2024-06-10,Vaasa,10:51:04,Rakennuspalo
2024-06-10,Helsinki,10:50:33,Eläimen pelastaminen
2024-06-10,Helsinki,10:50:31,Palohälytys
2024-06-10,Lahti,10:48:08,Öljy- tai ympäristöonnettomuus maalla
2024-06-10,Kuopio,10:47:26,Palohälytys
2024-06-10,Pirkkala,10:43:23,Palohälytys
2024-06-10,Turku,10:29:43,Palohälytys
2024-06-10,Luumäki,10:27:25,Vahingontorjunta
2024-06-10,Kauhajoki,10:21:54,Palohälytys
2024-06-10,Porvoo,10:19:04,Vahingontorjunta
2024-06-10,Kerava,10:13:54,Palohälytys
2024-06-10,Helsinki,10:13:47,Tieliikenneonnettomuus
2024-06-10,Helsinki,10:12:38,Maastopalo
2024-06-10,Oulu,10:11:29,Öljy- tai ympäristöonnettomuus maalla
2024-06-10,Ilomantsi,10:07:58,Palohälytys
2024-06-10,Järvenpää,10:00:32,Rakennuspalo
2024-06-10,Rovaniemi,10:00:07,Palohälytys
2024-06-10,Oulu,09:54:21,Palohälytys
2024-06-10,Espoo,09:51:13,Palohälytys
2024-06-10,Helsinki,09:47:08,Palohälytys
2024-06-10,Pielavesi,09:42:47,Maastopalo
2024-06-10,Helsinki,09:42:16,Eläimen pelastaminen
2024-06-10,Helsinki,09:38:20,Öljy- tai ympäristöonnettomuus maalla
2024-06-10,Parainen,09:35:13,Palohälytys
2024-06-10,Isokyrö,09:20:43,Palohälytys
2024-06-10,Espoo,09:20:31,Palohälytys
2024-06-10,Janakkala,09:19:33,Vaarallisen aineen onnettomuus
2024-06-10,Järvenpää,09:10:32,Vahingontorjunta
2024-06-10,Jyväskylä,09:09:43,Palohälytys
2024-06-10,Tampere,09:02:00,Palohälytys
2024-06-10,Rauma,08:59:26,Rakennuspalo
2024-06-10,Helsinki,08:57:39,Palohälytys
2024-06-10,Äänekoski,08:56:44,Tieliikenneonnettomuus
2024-06-10,Pyhtää,08:48:33,Palohälytys
2024-06-10,Turku,08:27:03,Öljy- tai ympäristöonnettomuus maalla
2024-06-10,Lappeenranta,08:25:21,Palohälytys
2024-06-10,Lappeenranta,08:24:14,Eläimen pelastaminen
2024-06-10,Virolahti,08:19:23,Palohälytys
2024-06-10,Turku,08:16:53,Öljy- tai ympäristöonnettomuus maalla
2024-06-10,Varkaus,08:04:59,Palohälytys
2024-06-10,Lapinjärvi,08:01:44,Eläimen pelastaminen
2024-06-10,Äänekoski,07:57:31,Palohälytys
2024-06-10,Vihti,07:49:28,Vahingontorjunta
2024-06-10,Ylivieska,07:40:41,Palohälytys
2024-06-10,Raisio,07:32:14,Vahingontorjunta
2024-06-10,Rovaniemi,07:25:27,Palohälytys
2024-06-10,Kristiinankaupunki,07:25:17,Palohälytys
2024-06-10,Pori,07:15:19,Palohälytys
2024-06-10,Turku,06:59:49,Palohälytys
2024-06-10,Kirkkonummi,06:50:07,Maastopalo
2024-06-10,Kemi,06:41:06,Palohälytys
2024-06-10,Lieto,06:19:23,Tieliikenneonnettomuus
2024-06-10,Helsinki,05:48:07,Rakennuspalo
2024-06-10,Helsinki,05:36:16,Palohälytys
2024-06-10,Joensuu,05:10:54,Tulipalo
2024-06-10,Pori,05:03:31,Palohälytys
2024-06-10,Espoo,04:38:58,Palohälytys
2024-06-10,Lohja,04:23:02,Eläimen pelastaminen
2024-06-10,Hämeenlinna,04:22:04,Palohälytys
2024-06-10,Kotka,04:15:57,Palohälytys
2024-06-10,Raasepori,04:05:50,Rakennuspalo
2024-06-10,Hämeenlinna,03:12:59,Palohälytys
2024-06-10,Pori,02:58:45,Tulipalo
2024-06-10,Turku,02:36:20,Tieliikenneonnettomuus
2024-06-10,Kouvola,02:23:24,Tieliikenneonnettomuus
2024-06-10,Lahti,02:10:30,Palohälytys
2024-06-10,Sastamala,02:10:29,Vahingontorjunta
2024-06-10,Raasepori,01:46:10,Palohälytys
2024-06-10,Helsinki,01:07:14,Ihmisen pelastaminen ylhäältä tai alhaalta
nki,17:31:27,Rakennuspalo
2024-06-10,Kotka,17:24:20,Palohälytys
2024-06-10,Eura,17:18:22,Vahingontorjunta
2024-06-10,Tohmajärvi,17:13:53,Palohälytys
2024-06-10,Keminmaa,17:12:12,Maastopalo
2024-06-10,Vihti,17:11:01,Liikennevälinepalo
2024-06-10,Joensuu,17:10:37,Tieliikenneonnettomuus
2024-06-10,Kuopio,17:07:53,Rakennuspalo
2024-06-10,Kuopio,17:07:53,Rakennuspalo
2024-06-10,Kurikka,17:05:36,Tieliikenneonnettomuus
2024-06-10,Oulainen,17:00:29,Maastopalo
2024-06-10,Kotka,16:56:11,Palohälytys
2024-06-10,Joensuu,16:53:15,Vahingontorjunta
2024-06-10,Tampere,16:49:55,Vahingontorjunta
2024-06-10,Helsinki,16:40:24,Vahingontorjunta
2024-06-10,Juva,16:35:56,Palohälytys
2024-06-10,Virrat,16:32:44,Vahingontorjunta
2024-06-10,Helsinki,16:31:02,Ihmisen pelastaminen vedestä
2024-06-10,Savonlinna,16:29:18,Tieliikenneonnettomuus
2024-06-10,Pieksämäki,16:26:57,Rakennuspalo
2024-06-10,Rauma,16:19:47,Vahingontorjunta
2024-06-10,Nurmijärvi,16:15:07,Eläimen pelastaminen
2024-06-10,Mikkeli,16:04:44,Liikennevälinepalo
2024-06-10,Seinäjoki,15:55:52,Palohälytys
2024-06-10,Sauvo,15:53:43,Vahingontorjunta
2024-06-10,Jyväskylä,15:51:17,Eläimen pelastaminen
2024-06-10,Helsinki,15:45:43,Tieliikenneonnettomuus
2024-06-10,Salo,15:41:58,Rakennuspalo
2024-06-10,Espoo,15:40:12,Palohälytys
2024-06-10,Ypäjä,15:39:38,Vahingontorjunta
2024-06-10,Ulvila,15:38:43,Rakennuspalo
2024-06-10,Ulvila,15:38:43,Rakennuspalo
2024-06-10,Lieto,15:35:18,Vahingontorjunta
2024-06-10,Lahti,15:33:48,Palohälytys
2024-06-10,Hämeenlinna,15:31:38,Vahingontorjunta
2024-06-10,Espoo,15:28:45,Öljy- tai ympäristöonnettomuus maalla
2024-06-10,Nokia,15:27:56,Vahingontorjunta
2024-06-10,Turku,15:20:46,Tieliikenneonnettomuus
2024-06-10,Viitasaari,15:17:25,Tieliikenneonnettomuus
2024-06-10,Jyväskylä,15:09:27,Öljy- tai ympäristöonnettomuus maalla
2024-06-10,Aura,15:08:39,Vahingontorjunta
2024-06-10,Vaasa,15:07:54,Rakennuspalo
2024-06-10,Veteli,15:07:09,Vahingontorjunta
2024-06-10,Hyvinkää,15:03:58,Savuhavainto
2024-06-10,Kuopio,15:03:34,Tieliikenneonnettomuus
2024-06-10,Espoo,14:58:27,Tieliikenneonnettomuus
2024-06-10,Heinola,14:55:46,Vahingontorjunta
2024-06-10,Lahti,14:55:33,Vahingontorjunta
2024-06-10,Liperi,14:51:47,Tieliikenneonnettomuus
2024-06-10,Lohja,14:49:32,Öljy- tai ympäristöonnettomuus maalla
2024-06-10,Pöytyä,14:48:36,Tieliikenneonnettomuus
2024-06-10,Espoo,14:34:33,Öljy- tai ympäristöonnettomuus maalla
2024-06-10,Laitila,14:31:40,Vahingontorjunta
2024-06-10,Turku,14:30:33,Vahingontorjunta
2024-06-10,Oulu,14:29:22,Palohälytys
2024-06-10,Hollola,14:25:07,Vahingontorjunta
2024-06-10,Espoo,14:22:30,Palohälytys
2024-06-10,Helsinki,14:19:32,Palohälytys
2024-06-10,Pälkäne,14:14:27,Tieliikenneonnettomuus
2024-06-10,Nurmijärvi,14:09:06,Palohälytys
2024-06-10,Kouvola,14:08:28,Eläimen pelastaminen
2024-06-10,Kuopio,14:08:16,Rakennuspalo
2024-06-10,Oulu,13:59:00,Palohälytys
2024-06-10,Savonlinna,13:55:40,Rakennuspalo
2024-06-10,Ähtäri,13:50:26,Vahingontorjunta
2024-06-10,Rovaniemi,13:47:12,Palohälytys
2024-06-10,Vantaa,13:43:08,Vahingontorjunta
2024-06-10,Pyhäjärvi,13:39:20,Palohälytys
2024-06-10,Kokemäki,13:34:51,Vahingontorjunta
2024-06-10,Lappeenranta,13:19:56,Palohälytys
2024-06-10,Helsinki,13:19:45,Liikennevälinepalo
2024-06-10,Tornio,13:17:55,Tulipalo
2024-06-10,Helsinki,13:17:15,Palohälytys
2024-06-10,Kuopio,13:09:07,Palohälytys
2024-06-10,Kemiönsaari,12:56:21,Tieliikenneonnettomuus
2024-06-10,Helsinki,12:50:30,Palohälytys
2024-06-10,Pori,12:47:39,Eläimen pelastaminen
2024-06-10,Hankasalmi,12:46:33,Tulipalo
2024-06-10,Rääkkylä,12:43:58,Vahingontorjunta
2024-06-10,Lappeenranta,12:42:50,Vahingontorjunta
2024-06-10,Espoo,12:40:18,Öljy- tai ympäristöonnettomuus maalla
2024-06-10,Kustavi,12:34:57,Vahingontorjunta
2024-06-10,Espoo,12:32:06,Rakennuspalo
2024-06-10,Kauhajoki,12:22:09,Palohälytys
2024-06-10,Helsinki,12:17:39,Rakennuspalo
2024-06-10,Laitila,12:07:04,Palohälytys
2024-06-10,Espoo,12:01:09,Ihmisen pelastaminen ylhäältä tai alhaalta
2024-06-10,Lahti,11:58:39,Vahingontorjunta
2024-06-10,Helsinki,11:58:12,Palohälytys
2024-06-10,Kuopio,11:56:22,Palohälytys
2024-06-10,Raasepori,11:52:06,Vahingontorjunta
2024-06-10,Riihimäki,11:44:52,Eläimen pelastaminen
2024-06-10,Oulu,11:34:39,Palohälytys
2024-06-10,Tampere,11:29:22,Vahingontorjunta
2024-06-10,Rovaniemi,11:29:14,Palohälytys
2024-06-10,Salo,11:25:54,Vahingontorjunta
2024-06-10,Kontiolahti,11:23:58,Vahingontorjunta
2024-06-10,Joensuu,11:20:37,Vahingontorjunta
2024-06-10,Oulu,11:19:48,Maastopalo
2024-06-10,Helsinki,11:15:26,Palohälytys
2024-06-10,Kirkkonummi,11:15:06,Rakennuspalo
2024-06-10,Lahti,11:13:22,Eläimen pelastaminen
2024-06-10,Lempäälä,11:11:34,Eläimen pelastaminen
2024-06-10,Kaavi,11:07:41,Vahingontorjunta
2024-06-10,Polvijärvi,11:05:08,Vahingontorjunta
2024-06-10,Vaasa,10:51:04,Rakennuspalo
2024-06-10,Helsinki,10:50:33,Eläimen pelastaminen
2024-06-10,Helsinki,10:50:31,Palohälytys
2024-06-10,Lahti,10:48:08,Öljy- tai ympäristöonnettomuus maalla
2024-06-10,Kuopio,10:47:26,Palohälytys
2024-06-10,Pirkkala,10:43:23,Palohälytys
2024-06-10,Turku,10:29:43,Palohälytys
2024-06-10,Luumäki,10:27:25,Vahingontorjunta
2024-06-10,Kauhajoki,10:21:54,Palohälytys
2024-06-10,Porvoo,10:19:04,Vahingontorjunta
2024-06-10,Kerava,10:13:54,Palohälytys
2024-06-10,Helsinki,10:13:47,Tieliikenneonnettomuus
2024-06-10,Helsinki,10:12:38,Maastopalo
2024-06-10,Oulu,10:11:29,Öljy- tai ympäristöonnettomuus maalla
2024-06-10,Ilomantsi,10:07:58,Palohälytys
2024-06-10,Järvenpää,10:00:32,Rakennuspalo
2024-06-10,Rovaniemi,10:00:07,Palohälytys
2024-06-10,Oulu,09:54:21,Palohälytys
2024-06-10,Espoo,09:51:13,Palohälytys
2024-06-10,Helsinki,09:47:08,Palohälytys
2024-06-10,Pielavesi,09:42:47,Maastopalo
2024-06-10,Helsinki,09:42:16,Eläimen pelastaminen
2024-06-10,Helsinki,09:38:20,Öljy- tai ympäristöonnettomuus maalla
2024-06-10,Parainen,09:35:13,Palohälytys
2024-06-10,Isokyrö,09:20:43,Palohälytys
2024-06-10,Espoo,09:20:31,Palohälytys
2024-06-10,Janakkala,09:19:33,Vaarallisen aineen onnettomuus
2024-06-10,Järvenpää,09:10:32,Vahingontorjunta
2024-06-10,Jyväskylä,09:09:43,Palohälytys
2024-06-10,Tampere,09:02:00,Palohälytys
2024-06-10,Rauma,08:59:26,Rakennuspalo
2024-06-10,Helsinki,08:57:39,Palohälytys
2024-06-10,Äänekoski,08:56:44,Tieliikenneonnettomuus
2024-06-10,Pyhtää,08:48:33,Palohälytys
2024-06-10,Turku,08:27:03,Öljy- tai ympäristöonnettomuus maalla
2024-06-10,Lappeenranta,08:25:21,Palohälytys
2024-06-10,Lappeenranta,08:24:14,Eläimen pelastaminen
2024-06-10,Virolahti,08:19:23,Palohälytys
2024-06-10,Turku,08:16:53,Öljy- tai ympäristöonnettomuus maalla
2024-06-10,Varkaus,08:04:59,Palohälytys
2024-06-10,Lapinjärvi,08:01:44,Eläimen pelastaminen
2024-06-10,Äänekoski,07:57:31,Palohälytys
2024-06-10,Vihti,07:49:28,Vahingontorjunta
2024-06-10,Ylivieska,07:40:41,Palohälytys
2024-06-10,Raisio,07:32:14,Vahingontorjunta
2024-06-10,Rovaniemi,07:25:27,Palohälytys
2024-06-10,Kristiinankaupunki,07:25:17,Palohälytys
2024-06-10,Pori,07:15:19,Palohälytys
2024-06-10,Turku,06:59:49,Palohälytys
2024-06-10,Kirkkonummi,06:50:07,Maastopalo
2024-06-10,Kemi,06:41:06,Palohälytys
2024-06-10,Lieto,06:19:23,Tieliikenneonnettomuus
2024-06-10,Helsinki,05:48:07,Rakennuspalo
2024-06-10,Helsinki,05:36:16,Palohälytys
2024-06-10,Joensuu,05:10:54,Tulipalo
2024-06-10,Pori,05:03:31,Palohälytys
2024-06-10,Espoo,04:38:58,Palohälytys
2024-06-10,Lohja,04:23:02,Eläimen pelastaminen
2024-06-10,Hämeenlinna,04:22:04,Palohälytys
2024-06-10,Kotka,04:15:57,Palohälytys
2024-06-10,Raasepori,04:05:50,Rakennuspalo
2024-06-10,Hämeenlinna,03:12:59,Palohälytys
2024-06-10,Pori,02:58:45,Tulipalo
2024-06-10,Turku,02:36:20,Tieliikenneonnettomuus
2024-06-10,Kouvola,02:23:24,Tieliikenneonnettomuus
2024-06-10,Lahti,02:10:30,Palohälytys
2024-06-10,Sastamala,02:10:29,Vahingontorjunta
2024-06-10,Raasepori,01:46:10,Palohälytys
2024-06-10,Helsinki,01:07:14,Ihmisen pelastaminen ylhäältä tai alhaalta
